negative_emotion_words, 2-faced
negative_emotion_words, 2-faces
negative_emotion_words, abnormal
negative_emotion_words, abolish
negative_emotion_words, abominable
negative_emotion_words, abominably
negative_emotion_words, abominate
negative_emotion_words, abomination
negative_emotion_words, abort
negative_emotion_words, aborted
negative_emotion_words, aborts
negative_emotion_words, abrade
negative_emotion_words, abrasive
negative_emotion_words, abrupt
negative_emotion_words, abruptly
negative_emotion_words, abscond
negative_emotion_words, absence
negative_emotion_words, absent-minded
negative_emotion_words, absentee
negative_emotion_words, absurd
negative_emotion_words, absurdity
negative_emotion_words, absurdly
negative_emotion_words, absurdness
negative_emotion_words, abuse
negative_emotion_words, abused
negative_emotion_words, abuses
negative_emotion_words, abusive
negative_emotion_words, abysmal
negative_emotion_words, abysmally
negative_emotion_words, abyss
negative_emotion_words, accidental
negative_emotion_words, accost
negative_emotion_words, accursed
negative_emotion_words, accusation
negative_emotion_words, accusations
negative_emotion_words, accuse
negative_emotion_words, accuses
negative_emotion_words, accusing
negative_emotion_words, accusingly
negative_emotion_words, acerbate
negative_emotion_words, acerbic
negative_emotion_words, acerbically
negative_emotion_words, ache
negative_emotion_words, ached
negative_emotion_words, aches
negative_emotion_words, achey
negative_emotion_words, aching
negative_emotion_words, acrid
negative_emotion_words, acridly
negative_emotion_words, acridness
negative_emotion_words, acrimonious
negative_emotion_words, acrimoniously
negative_emotion_words, acrimony
negative_emotion_words, adamant
negative_emotion_words, adamantly
negative_emotion_words, addict
negative_emotion_words, addicted
negative_emotion_words, addicting
negative_emotion_words, addicts
negative_emotion_words, admonish
negative_emotion_words, admonisher
negative_emotion_words, admonishingly
negative_emotion_words, admonishment
negative_emotion_words, admonition
negative_emotion_words, adulterate
negative_emotion_words, adulterated
negative_emotion_words, adulteration
negative_emotion_words, adulterier
negative_emotion_words, adversarial
negative_emotion_words, adversary
negative_emotion_words, adverse
negative_emotion_words, adversity
negative_emotion_words, afflict
negative_emotion_words, affliction
negative_emotion_words, afflictive
negative_emotion_words, affront
negative_emotion_words, afraid
negative_emotion_words, aggravate
negative_emotion_words, aggravating
negative_emotion_words, aggravation
negative_emotion_words, aggression
negative_emotion_words, aggressive
negative_emotion_words, aggressiveness
negative_emotion_words, aggressor
negative_emotion_words, aggrieve
negative_emotion_words, aggrieved
negative_emotion_words, aggrivation
negative_emotion_words, aghast
negative_emotion_words, agonies
negative_emotion_words, agonize
negative_emotion_words, agonizing
negative_emotion_words, agonizingly
negative_emotion_words, agony
negative_emotion_words, aground
negative_emotion_words, ail
negative_emotion_words, ailing
negative_emotion_words, ailment
negative_emotion_words, aimless
negative_emotion_words, alarm
negative_emotion_words, alarmed
negative_emotion_words, alarming
negative_emotion_words, alarmingly
negative_emotion_words, alienate
negative_emotion_words, alienated
negative_emotion_words, alienation
negative_emotion_words, allegation
negative_emotion_words, allegations
negative_emotion_words, allege
negative_emotion_words, allergic
negative_emotion_words, allergies
negative_emotion_words, allergy
negative_emotion_words, aloof
negative_emotion_words, altercation
negative_emotion_words, ambiguity
negative_emotion_words, ambiguous
negative_emotion_words, ambivalence
negative_emotion_words, ambivalent
negative_emotion_words, ambush
negative_emotion_words, amiss
negative_emotion_words, amputate
negative_emotion_words, anarchism
negative_emotion_words, anarchist
negative_emotion_words, anarchistic
negative_emotion_words, anarchy
negative_emotion_words, anemic
negative_emotion_words, anger
negative_emotion_words, angrily
negative_emotion_words, angriness
negative_emotion_words, angry
negative_emotion_words, anguish
negative_emotion_words, animosity
negative_emotion_words, annihilate
negative_emotion_words, annihilation
negative_emotion_words, annoy
negative_emotion_words, annoyance
negative_emotion_words, annoyances
negative_emotion_words, annoyed
negative_emotion_words, annoying
negative_emotion_words, annoyingly
negative_emotion_words, annoys
negative_emotion_words, anomalous
negative_emotion_words, anomaly
negative_emotion_words, antagonism
negative_emotion_words, antagonist
negative_emotion_words, antagonistic
negative_emotion_words, antagonize
negative_emotion_words, anti-
negative_emotion_words, anti-american
negative_emotion_words, anti-israeli
negative_emotion_words, anti-occupation
negative_emotion_words, anti-proliferation
negative_emotion_words, anti-semites
negative_emotion_words, anti-social
negative_emotion_words, anti-us
negative_emotion_words, anti-white
negative_emotion_words, antipathy
negative_emotion_words, antiquated
negative_emotion_words, antithetical
negative_emotion_words, anxieties
negative_emotion_words, anxiety
negative_emotion_words, anxious
negative_emotion_words, anxiously
negative_emotion_words, anxiousness
negative_emotion_words, apathetic
negative_emotion_words, apathetically
negative_emotion_words, apathy
negative_emotion_words, apocalypse
negative_emotion_words, apocalyptic
negative_emotion_words, apologist
negative_emotion_words, apologists
negative_emotion_words, appal
negative_emotion_words, appall
negative_emotion_words, appalled
negative_emotion_words, appalling
negative_emotion_words, appallingly
negative_emotion_words, apprehension
negative_emotion_words, apprehensions
negative_emotion_words, apprehensive
negative_emotion_words, apprehensively
negative_emotion_words, arbitrary
negative_emotion_words, arcane
negative_emotion_words, archaic
negative_emotion_words, arduous
negative_emotion_words, arduously
negative_emotion_words, argumentative
negative_emotion_words, arrogance
negative_emotion_words, arrogant
negative_emotion_words, arrogantly
negative_emotion_words, ashamed
negative_emotion_words, asinine
negative_emotion_words, asininely
negative_emotion_words, asinininity
negative_emotion_words, askance
negative_emotion_words, asperse
negative_emotion_words, aspersion
negative_emotion_words, aspersions
negative_emotion_words, assail
negative_emotion_words, assassin
negative_emotion_words, assassinate
negative_emotion_words, assault
negative_emotion_words, assult
negative_emotion_words, astray
negative_emotion_words, asunder
